title,release_date,budget,revenue,vote_count,vote_average,runtime,id,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
Planet of the Vamps,2000-01-01,0,0,1,6.0,25,498108,,,,,,,,,,,,,,,,,,,
Scream and Scream Again: A History of the Slasher Film,2000-10-28,0,0,1,6.0,50,496537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MxPx - It Came From Bremerton!,2000-02-29,0,0,1,10.0,46,495756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godass,2000-03-12,0,0,1,1.0,73,495410,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pink Floyd: Behind the Wall,2000-08-30,0,0,1,7.0,50,494256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We Married Margo,2000-01-25,0,0,1,6.0,85,493515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Frozen Inferno,2000-04-21,2000,0,1,7.0,24,492536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Future Murder,2000-08-15,0,0,1,6.0,92,491433,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Respected Comrade Kim Jong Il is a Great Thinker and Theoretician,2000-04-07,0,0,1,5.0,55,488575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basanti,2000-07-17,0,0,1,8.0,138,486516,,,,,,,,,,,,,,,,,,,
The Man Who Came to Dinner,2000-10-07,0,0,1,10.0,0,485037,,,,,,,,,,,,,,,,,,,
Donald's Halloween Scare,2000-03-04,0,0,1,8.0,7,480748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
An Intimate Look Inside the Acting Process with Ice Cube,2000-07-31,0,0,1,1.0,2,477523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Profile of 'Brief Encounter',2000-01-01,0,0,1,6.0,24,476139,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Profile of 'The Red Shoes',2000-01-01,0,0,1,1.0,25,476042,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saboteur: A Closer Look,2000-01-02,0,0,1,7.0,36,469361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endangered Feces - The Very Worst of The Tom Green Show,2000-08-17,0,0,1,8.0,120,468659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackie Chan - The Kung Fu Years,2000-04-17,0,0,1,6.0,90,468285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strike Zone,2000-05-17,0,0,1,4.0,0,467455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Like a Dream that Vanishes,2000-10-20,0,0,1,5.0,39,467027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kid Creole & The Coconuts - Live In Paris 1985,2000-09-12,0,0,1,8.0,87,463908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Family in Crisis: The Elian Gonzales Story,2000-09-17,0,0,1,5.0,90,463051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Deadly Appearances,2000-04-23,0,0,1,5.0,100,462438,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Blow Debris,2000-02-01,0,0,1,2.0,21,461391,,,,,,,,,,,,,,,,,,,
Souls Protest,2000-01-01,0,0,1,1.0,100,461085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amityville: Horror or Hoax,2000-10-31,0,0,1,5.0,42,458930,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hardcore Poisoned Eyes,2000-10-30,0,0,1,3.0,87,458573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Understanding the Law: The Worm,2000-09-20,0,0,1,7.0,3,458301,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel Tempest,2000-12-04,0,0,1,5.0,85,456888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A Terceira Morte de Joaquim Bolívar,2000-01-01,0,0,1,7.0,104,455182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napoleon,2000-11-16,0,0,1,7.0,216,452440,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Easter Egg Hunt,2000-03-11,0,0,1,6.0,47,452097,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Children Who Cheated the Nazis,2000-09-28,0,0,1,5.0,0,447749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stageghost,2000-01-01,0,0,1,6.0,104,447409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Last Musketeer,2000-03-26,0,0,1,6.0,120,438110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Mailer on Mailer,2000-01-02,0,0,1,5.0,96,432850,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Raw Mango,2000-09-29,0,0,1,1.0,0,432334,,,,,,,,,,,,,,,,,,,
The Wake,2000-12-24,0,0,1,10.0,462,431229,,,,,,,,,,,,,,,,,,,
Overnight Sensation,2000-07-14,0,0,1,5.0,90,430640,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Children of Fortune,2000-11-01,0,0,1,5.0,96,430465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shock 2000: Snuff Perversions Part II,2000-01-01,0,0,1,10.0,1,426539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Window Work,2000-01-01,0,0,1,4.0,8,425423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Shark Hash,2000-12-31,0,0,1,2.0,0,422279,,,,,,,,,,,,,,,,,,,
Midnight Healing,2000-03-16,0,0,1,1.0,80,418287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Recycled,2000-02-02,0,0,1,2.0,93,417944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Scandal: Body of Love,2000-12-01,0,0,1,1.0,83,416715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homicidal Maniac,2000-11-09,0,0,1,3.0,93,411443,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Quarantine,2000-08-05,0,0,1,2.0,86,408345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
The Call of the Wild,2000-01-01,10000000,0,1,7.0,120,407534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Untitled Al Gore Documentary,2000-08-15,0,0,1,6.0,13,404077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coppélia (The Royal Ballet),2000-02-19,0,0,1,10.0,120,402033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Go-Go Girl Strangler!,2000-02-29,0,0,1,5.0,90,400643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Blow,2000-06-02,0,0,1,8.0,6,400489,,,,,,,,,,,,,,,,,,,
In the Flesh,2000-06-15,0,0,1,1.0,60,398912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Vampire Nights,2000-05-23,0,0,1,1.0,57,398871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A House Divided,2000-07-30,0,0,1,4.0,101,397344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Diplomat,2000-08-17,0,0,1,1.0,52,395547,,,,,,,,,,,,,,,,,,,
Africa's Deadly Dozen,2000-04-28,0,0,1,6.0,53,394991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloodstream,2000-01-01,0,0,1,2.0,0,393481,,,,,,,,,,,,,,,,,,,
Storm Damage,2000-01-23,0,0,1,6.0,95,392945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Clarke: His Own Man,2000-09-18,0,0,1,6.0,24,392307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ephemeral Town,2000-04-08,0,0,1,5.0,0,392027,,,,,,,,,,,,,,,,,,,
Déjà-Vu,2000-03-29,0,0,1,10.0,0,390560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Border Patrol,2000-03-24,0,0,1,6.0,89,389437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Atoz,2000-01-01,0,0,1,7.0,5,388838,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Three Madeleines,2000-05-15,0,0,1,4.0,82,387670,,,,,,,,,,,,,,,,,,,
The Living Room,2000-01-01,0,0,1,5.0,20,387357,,,,,,,,,,,,,,,,,,,
Scandalize My Name: Stories from the Blacklist,2000-01-01,1000000,100000,1,10.0,54,386089,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Human Quality,2000-03-02,0,0,1,5.0,85,385502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Married 2 Malcolm,2000-05-25,0,0,1,3.5,76,383844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rats And Rabbits,2000-04-05,0,0,1,6.0,90,379331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ultimate Target,2000-01-24,0,0,1,9.0,83,378675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Never Never,2000-11-04,0,0,1,5.0,185,377469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lupo mannaro,2000-10-11,0,0,1,4.0,100,376462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
A Class to Remember 4: Fifteen,2000-11-11,0,0,1,9.0,120,375157,,,,,,,,,,,,,,,,,,,
Titler,2000-01-02,0,0,1,9.0,6,374745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Broth Soup,2000-05-09,0,0,1,9.5,80,369630,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wars and Treasure,2000-09-11,900000,0,1,10.0,100,369606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stolen from the Heart,2000-01-26,0,0,1,5.0,90,368072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Hello, Dolly!",2000-07-23,0,0,1,3.0,3,366591,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drink.,2000-11-08,0,0,1,6.0,5,366575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclone Alley Ceramics,2000-01-01,0,0,1,5.0,12,366540,,,,,,,,,,,,,,,,,,,
Counting Days,2000-07-28,0,0,1,2.0,95,365229,,,,,,,,,,,,,,,,,,,
Daddy O! Baby O!,2000-06-10,0,0,1,7.0,95,364475,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magik & Rose,2000-05-15,200000,0,1,7.0,92,361418,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Three Tears for Jimmy Prophet,2000-01-01,0,0,1,8.0,10,361266,,,,,,,,,,,,,,,,,,,
Macca’s Men,2000-01-01,0,0,1,7.0,7,361244,,,,,,,,,,,,,,,,,,,
The Fairy Faith,2000-01-01,0,0,1,9.0,75,356795,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Decoded,2000-01-01,0,0,1,7.0,0,355212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebel,2000-08-14,0,0,1,4.0,12,354500,,,,,,,,,,,,,,,,,,,
Butterscotch: Butterscotch Over Berlin,2000-02-02,0,0,1,2.0,0,354086,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Butterscotch: Lost But Found,2000-01-19,0,0,1,2.0,0,354081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Butterscotch: Power Flower,2000-01-26,0,0,1,2.0,90,354073,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NoAngels.com,2000-09-26,0,0,1,1.0,0,351210,,,,,,,,,,,,,,,,,,,
My Head Hurts,2000-10-10,0,0,1,10.0,22,351066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bare Deception,2000-06-10,0,0,1,1.0,88,348864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dumped!,2000-12-26,0,0,1,2.0,82,348662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
International Necktie Strangler,2000-06-01,0,0,1,1.0,80,348176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Causes,2000-06-28,0,0,1,7.0,3,346573,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Dilapidated Dwelling,2000-10-06,0,0,1,4.0,78,346080,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hovmod,2000-08-11,0,0,1,6.0,0,345221,,,,,,,,,,,,,,,,,,,
Fråtseri,2000-08-11,0,0,1,2.0,0,345218,,,,,,,,,,,,,,,,,,,
Clair de Lune,2000-01-01,0,0,1,6.5,8,344682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mask of Desire,2000-09-23,0,0,1,8.0,105,341300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16 Days In September,2000-11-14,0,0,1,8.0,210,340572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good Luck,2000-02-04,0,0,1,7.0,145,339799,,,,,,,,,,,,,,,,,,,
Illicit Sensations,2000-01-01,0,0,1,1.0,83,333938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Hopeless,2000-01-01,150000,0,1,4.0,82,332505,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homeless,2000-01-01,0,0,1,5.0,9,331492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Killing Priscilla,2000-06-02,0,0,1,10.0,55,329942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disney Sing-Along-Songs: Sing a Song with Tigger,2000-03-07,0,0,1,10.0,27,328954,,,,,,,,,,,,,,,,,,,
Odd Noggins,2000-02-02,0,0,1,2.0,90,325454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Being Considered,2000-03-01,0,0,1,4.0,80,324780,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby Felix & Friends,2000-01-01,0,0,1,4.0,22,323834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"They Shoot Movies, Don't They?",2000-08-23,0,0,1,8.0,0,321663,,,,,,,,,,,,,,,,,,,
A Night with Secret Garden,2000-10-17,0,0,1,8.0,96,321117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Post-Impressionists: Van Gogh,2000-01-01,0,0,1,8.0,0,319580,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Life and Times of Steve Marriott,2000-11-07,0,0,1,7.5,67,318529,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laughing Boy,2000-06-06,0,0,1,3.0,0,312806,,,,,,,,,,,,,,,,,,,
Addicted to Murder 3: Bloodlust,2000-01-01,0,0,1,1.0,0,309772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jar Jar Binks: The F! True Hollywood Story,2000-12-09,0,0,1,8.0,0,309726,,,,,,,,,,,,,,,,,,,
Frankie Goes To Hollywood : Hard On,2000-11-13,0,0,1,8.0,0,304070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoover,2000-12-25,0,0,1,2.0,93,303862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art Garfunkel: Across America,2000-01-18,0,0,1,8.0,57,303583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow Card,2000-09-25,0,0,1,2.0,90,299514,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Summer of My Deflowering,2000-10-10,0,0,1,1.0,28,298409,,,,,,,,,,,,,,,,,,,
Black October,2000-01-01,0,0,1,8.0,91,297618,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masquerade,2000-11-10,0,0,1,10.0,120,297374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Way Past Cool,2000-01-01,0,0,1,6.0,96,297355,,,,,,,,,,,,,,,,,,,
"It's a Mad, Mad, Mad, Mad Kung Fu World!!!",2000-01-20,0,0,1,1.0,100,297006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cover Story,2000-01-01,0,0,1,5.0,140,295129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hangin' with Leo!!,2000-01-01,0,0,1,1.0,32,294632,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxes,2000-10-15,0,0,1,2.0,93,293860,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Witness,2000-02-08,0,0,1,2.0,0,293811,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30 Frames a Second: The WTO in Seattle,2000-08-20,0,0,1,6.0,73,293435,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Struck,2000-01-01,0,0,1,1.0,92,292038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Red Ink,2000-10-17,0,0,1,3.0,0,291711,,,,,,,,,,,,,,,,,,,
Scalpers,2000-01-01,0,0,1,2.0,84,291371,,,,,,,,,,,,,,,,,,,
Malicious Intent,2000-04-01,0,0,1,2.0,0,291334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jubilee,2000-04-13,0,0,1,5.0,94,291312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Angle: It's True! It's True,2000-11-21,0,0,1,8.0,0,291306,,,,,,,,,,,,,,,,,,,
My Wasted Life,2000-06-23,0,0,1,7.0,35,291065,,,,,,,,,,,,,,,,,,,
Bar-B-Q,2000-03-15,0,0,1,4.0,82,290728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savage Honeymoon,2000-03-15,0,0,1,5.0,90,289882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
